,time,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,gold_t,key
507,79,135,229,0,0,29,39,36,26765,ward_sentry
508,90,135,229,0,0,29,39,36,29065,enchanted_mango
509,163,135,229,0,0,29,39,36,30055,tango
510,164,135,229,0,0,29,39,36,31314,clarity
511,191,135,229,0,0,29,39,36,32173,flask
512,277,135,229,0,0,29,39,36,33512,enchanted_mango
513,277,135,229,0,0,29,39,36,34655,enchanted_mango
514,278,135,229,0,0,29,39,36,35269,clarity
515,280,135,229,0,0,29,39,36,37021,ward_observer
516,409,135,229,0,0,29,39,36,39801,tpscroll
517,410,135,229,0,0,29,39,36,0,clarity
518,452,135,229,0,0,29,39,36,191,boots
519,508,135,229,0,0,29,39,36,503,ward_observer
520,508,135,229,0,0,29,39,36,808,ward_sentry
521,591,135,229,0,0,29,39,36,1101,ward_sentry
522,591,135,229,0,0,29,39,36,1324,ward_sentry
523,592,135,229,0,0,29,39,36,1701,ward_observer
524,616,135,229,0,0,29,39,36,1978,tome_of_knowledge
525,619,135,229,0,0,29,39,36,2420,tpscroll
526,619,135,229,0,0,29,39,36,3163,clarity
527,623,135,229,0,0,29,39,36,3704,smoke_of_deceit
528,709,135,229,0,0,29,39,36,4217,ward_sentry
529,720,135,229,0,0,29,39,36,4878,infused_raindrop
530,797,135,229,0,0,29,39,36,5973,ward_sentry
531,797,135,229,0,0,29,39,36,6159,faerie_fire
532,798,135,229,0,0,29,39,36,6532,smoke_of_deceit
533,884,135,229,0,0,29,39,36,7080,ward_sentry
534,884,135,229,0,0,29,39,36,7672,ward_observer
535,905,135,229,0,0,29,39,36,7944,ward_sentry
536,905,135,229,0,0,29,39,36,8212,ward_sentry
537,905,135,229,0,0,29,39,36,9078,ward_sentry
538,991,135,229,0,0,29,39,36,10129,ward_sentry
539,991,135,229,0,0,29,39,36,10739,ward_observer
540,1039,135,229,0,0,29,39,36,11527,chainmail
541,1039,135,229,0,0,29,39,36,11861,sobi_mask
542,1039,135,229,0,0,29,39,36,12579,medallion_of_courage
543,1039,135,229,0,0,29,39,36,13573,blight_stone
544,1040,135,229,0,0,29,39,36,0,ward_sentry
545,1103,135,229,0,0,29,39,36,215,wind_lace
546,1221,135,229,0,0,29,39,36,453,ward_sentry
547,1221,135,229,0,0,29,39,36,635,ward_observer
548,1306,135,229,0,0,29,39,36,844,crown
549,1308,135,229,0,0,29,39,36,1151,ward_sentry
550,1308,135,229,0,0,29,39,36,1488,ward_observer
551,1412,135,229,0,0,29,39,36,1760,solar_crest
552,1460,135,229,0,0,29,39,36,1918,ward_sentry
553,1460,135,229,0,0,29,39,36,2243,ward_observer
554,1460,135,229,0,0,29,39,36,2992,smoke_of_deceit
555,1462,135,229,0,0,29,39,36,3408,clarity
556,1547,135,229,0,0,29,39,36,3590,branches
557,1547,135,229,0,0,29,39,36,4024,branches
558,1547,135,229,0,0,29,39,36,4351,magic_wand
559,1549,135,229,0,0,29,39,36,4946,ward_observer
560,1549,135,229,0,0,29,39,36,5751,ward_sentry
561,1568,135,229,0,0,29,39,36,6648,ward_sentry
562,1684,135,229,0,0,29,39,36,7465,ward_sentry
563,1684,135,229,0,0,29,39,36,8031,ward_sentry
564,1685,135,229,0,0,29,39,36,8628,ward_observer
565,1801,135,229,0,0,29,39,36,9662,ward_observer
566,1801,135,229,0,0,29,39,36,10243,ward_sentry
567,-89,99,108,50,143,112,131,116,10783,tango
568,-89,99,108,50,143,112,131,116,11948,quelling_blade
569,-89,99,108,50,143,112,131,116,12475,gauntlets
570,-89,99,108,50,143,112,131,116,13438,branches
571,-89,99,108,50,143,112,131,116,14373,magic_stick
572,138,99,108,50,143,112,131,116,14766,ring_of_health
573,184,99,108,50,143,112,131,116,15741,ring_of_regen
574,258,99,108,50,143,112,131,116,16415,hood_of_defiance
575,258,99,108,50,143,112,131,116,18015,cloak
576,344,99,108,50,143,112,131,116,18906,boots
577,400,99,108,50,143,112,131,116,20034,ring_of_protection
578,400,99,108,50,143,112,131,116,20661,gauntlets
579,447,99,108,50,143,112,131,116,22526,soul_ring
580,489,99,108,50,143,112,131,116,23374,blades_of_attack
581,526,99,108,50,143,112,131,116,23486,tpscroll
582,559,99,108,50,143,112,131,116,24215,chainmail
583,597,99,108,50,143,112,131,116,24884,phase_boots
584,649,99,108,50,143,112,131,116,26350,ogre_axe
585,657,99,108,50,143,112,131,116,26765,ward_sentry
586,658,99,108,50,143,112,131,116,29065,ward_observer
587,777,99,108,50,143,112,131,116,30055,point_booster
588,875,99,108,50,143,112,131,116,31314,staff_of_wizardry
589,1004,99,108,50,143,112,131,116,32173,blade_of_alacrity
590,1021,99,108,50,143,112,131,116,33512,ultimate_scepter
591,1092,99,108,50,143,112,131,116,34655,ogre_axe
592,1176,99,108,50,143,112,131,116,35269,mithril_hammer
593,1209,99,108,50,143,112,131,116,37021,tpscroll
594,1302,99,108,50,143,112,131,116,39801,black_king_bar
595,1413,99,108,50,143,112,131,116,0,tpscroll
596,1469,99,108,50,143,112,131,116,191,hyperstone
597,1526,99,108,50,143,112,131,116,503,ring_of_protection
598,1526,99,108,50,143,112,131,116,808,buckler
599,1722,99,108,50,143,112,131,116,1101,platemail
600,1737,99,108,50,143,112,131,116,1324,assault
601,1842,99,108,50,143,112,131,116,1701,mithril_hammer
602,1847,99,108,50,143,112,131,116,1978,belt_of_strength
603,1880,99,108,50,143,112,131,116,2420,basher
604,1938,99,108,50,143,112,131,116,3163,clarity
605,1938,99,108,50,143,112,131,116,3704,clarity
606,1939,99,108,50,143,112,131,116,4217,tpscroll
607,1981,99,108,50,143,112,131,116,4878,ring_of_health
608,-89,128,273,265,1,73,48,36,5973,tango
609,-89,128,273,265,1,73,48,36,6159,branches
610,-89,128,273,265,1,73,48,36,6532,branches
611,-89,128,273,265,1,73,48,36,7080,gauntlets
612,-89,128,273,265,1,73,48,36,7672,circlet
613,-89,128,273,265,1,73,48,36,7944,enchanted_mango
614,-89,128,273,265,1,73,48,36,8212,branches
615,-86,128,273,265,1,73,48,36,9078,ward_observer
616,122,128,273,265,1,73,48,36,10129,bracer
617,225,128,273,265,1,73,48,36,10739,magic_stick
618,225,128,273,265,1,73,48,36,11527,branches
619,234,128,273,265,1,73,48,36,11861,infused_raindrop
620,250,128,273,265,1,73,48,36,12579,enchanted_mango
621,290,128,273,265,1,73,48,36,13573,magic_wand
622,338,128,273,265,1,73,48,36,0,boots
623,341,128,273,265,1,73,48,36,215,enchanted_mango
624,341,128,273,265,1,73,48,36,453,enchanted_mango
625,585,128,273,265,1,73,48,36,635,clarity
626,585,128,273,265,1,73,48,36,844,clarity
627,696,128,273,265,1,73,48,36,1151,clarity
628,696,128,273,265,1,73,48,36,1488,clarity
629,792,128,273,265,1,73,48,36,1760,blink
630,980,128,273,265,1,73,48,36,1918,aghanims_shard
631,1169,128,273,265,1,73,48,36,2243,infused_raindrop
632,1169,128,273,265,1,73,48,36,2992,clarity
633,1169,128,273,265,1,73,48,36,3408,clarity
634,1312,128,273,265,1,73,48,36,3590,clarity
635,1312,128,273,265,1,73,48,36,4024,clarity
636,1473,128,273,265,1,73,48,36,4351,ogre_axe
637,1473,128,273,265,1,73,48,36,4946,belt_of_strength
638,1473,128,273,265,1,73,48,36,5751,sange
639,1473,128,273,265,1,73,48,36,6648,staff_of_wizardry
640,1473,128,273,265,1,73,48,36,7465,robe
641,1473,128,273,265,1,73,48,36,8031,kaya
642,1473,128,273,265,1,73,48,36,8628,kaya_and_sange
643,-89,128,273,265,1,73,48,36,9662,tango
644,-89,128,273,265,1,73,48,36,10243,branches
645,-89,128,273,265,1,73,48,36,10783,branches
646,-89,128,273,265,1,73,48,36,11948,gauntlets
647,-89,128,273,265,1,73,48,36,12475,circlet
648,-89,128,273,265,1,73,48,36,13438,enchanted_mango
649,-89,128,273,265,1,73,48,36,14373,branches
650,-86,128,273,265,1,73,48,36,14766,ward_observer
651,122,128,273,265,1,73,48,36,15741,bracer
652,225,128,273,265,1,73,48,36,16415,magic_stick
653,225,128,273,265,1,73,48,36,18015,branches
654,234,128,273,265,1,73,48,36,18906,infused_raindrop
655,250,128,273,265,1,73,48,36,20034,enchanted_mango
656,290,128,273,265,1,73,48,36,20661,magic_wand
657,338,128,273,265,1,73,48,36,22526,boots
658,341,128,273,265,1,73,48,36,23374,enchanted_mango
659,341,128,273,265,1,73,48,36,23486,enchanted_mango
660,585,128,273,265,1,73,48,36,24215,clarity
661,585,128,273,265,1,73,48,36,24884,clarity
662,696,128,273,265,1,73,48,36,26350,clarity
663,696,128,273,265,1,73,48,36,26765,clarity
664,792,128,273,265,1,73,48,36,29065,blink
665,980,128,273,265,1,73,48,36,30055,aghanims_shard
666,1169,128,273,265,1,73,48,36,31314,infused_raindrop
667,1169,128,273,265,1,73,48,36,32173,clarity
668,1169,128,273,265,1,73,48,36,33512,clarity
669,1312,128,273,265,1,73,48,36,34655,clarity
670,1312,128,273,265,1,73,48,36,35269,clarity
671,1473,128,273,265,1,73,48,36,37021,ogre_axe
672,1473,128,273,265,1,73,48,36,39801,belt_of_strength
673,1473,128,273,265,1,73,48,36,0,sange
674,1473,128,273,265,1,73,48,36,293,staff_of_wizardry
675,1473,128,273,265,1,73,48,36,705,robe
676,1473,128,273,265,1,73,48,36,1031,kaya
677,1473,128,273,265,1,73,48,36,1369,kaya_and_sange
678,-89,44,63,116,208,135,117,145,1874,quelling_blade
679,-89,44,63,116,208,135,117,145,2308,tango
680,-89,44,63,116,208,135,117,145,3055,flask
681,-89,44,63,116,208,135,117,145,3456,slippers
682,-89,44,63,116,208,135,117,145,3841,circlet
683,277,44,63,116,208,135,117,145,4365,ring_of_health
684,486,44,63,116,208,135,117,145,4584,broadsword
685,646,44,63,116,208,135,117,145,4854,claymore
686,816,44,63,116,208,135,117,145,5524,pers
687,816,44,63,116,208,135,117,145,5942,bfury
688,816,44,63,116,208,135,117,145,6412,void_stone
689,866,44,63,116,208,135,117,145,7087,boots
690,915,44,63,116,208,135,117,145,8054,boots_of_elves
691,916,44,63,116,208,135,117,145,8561,clarity
692,963,44,63,116,208,135,117,145,8801,gloves
693,970,44,63,116,208,135,117,145,9320,tpscroll
694,1001,44,63,116,208,135,117,145,9937,power_treads
695,1094,44,63,116,208,135,117,145,10751,mithril_hammer
696,1134,44,63,116,208,135,117,145,11146,tpscroll
697,1135,44,63,116,208,135,117,145,11687,tpscroll
698,1197,44,63,116,208,135,117,145,12584,ogre_axe
699,1294,44,63,116,208,135,117,145,13837,clarity
700,1311,44,63,116,208,135,117,145,14520,black_king_bar
701,1351,44,63,116,208,135,117,145,0,belt_of_strength
702,1497,44,63,116,208,135,117,145,301,tpscroll
703,1498,44,63,116,208,135,117,145,611,mithril_hammer
704,1592,44,63,116,208,135,117,145,983,basher
705,1660,44,63,116,208,135,117,145,1309,tpscroll
706,1757,44,63,116,208,135,117,145,1588,ring_of_health
707,1757,44,63,116,208,135,117,145,1890,vanguard
708,1757,44,63,116,208,135,117,145,2471,vitality_booster
709,1840,44,63,116,208,135,117,145,2726,abyssal_blade
710,1860,44,63,116,208,135,117,145,3356,tpscroll
711,1870,44,63,116,208,135,117,145,3728,tpscroll
712,1969,44,63,116,208,135,117,145,4031,demon_edge
713,2082,44,63,116,208,135,117,145,4687,javelin
714,2082,44,63,116,208,135,117,145,5043,blitz_knuckles
715,2105,44,63,116,208,135,117,145,5545,monkey_king_bar
716,2403,44,63,116,208,135,117,145,6049,staff_of_wizardry
717,2403,44,63,116,208,135,117,145,7063,ogre_axe
718,2403,44,63,116,208,135,117,145,7349,blade_of_alacrity
719,2417,44,63,116,208,135,117,145,7488,point_booster
720,2423,44,63,116,208,135,117,145,7594,ultimate_scepter
721,2632,44,63,116,208,135,117,145,0,lifesteal
722,2657,44,63,116,208,135,117,145,359,ultimate_scepter_2
723,2731,44,63,116,208,135,117,145,459,clarity
724,2733,44,63,116,208,135,117,145,620,clarity
725,2812,44,63,116,208,135,117,145,835,claymore
726,2984,44,63,116,208,135,117,145,977,reaver
727,2999,44,63,116,208,135,117,145,1093,satanic
728,-89,128,273,265,1,73,48,36,1199,tango
729,-89,128,273,265,1,73,48,36,1370,branches
730,-89,128,273,265,1,73,48,36,1504,branches
731,-89,128,273,265,1,73,48,36,1700,gauntlets
732,-89,128,273,265,1,73,48,36,1806,circlet
733,-89,128,273,265,1,73,48,36,2053,enchanted_mango
734,-89,128,273,265,1,73,48,36,2266,branches
735,-86,128,273,265,1,73,48,36,2372,ward_observer
736,122,128,273,265,1,73,48,36,2797,bracer
737,225,128,273,265,1,73,48,36,3177,magic_stick
738,225,128,273,265,1,73,48,36,3346,branches
739,234,128,273,265,1,73,48,36,3452,infused_raindrop
740,250,128,273,265,1,73,48,36,3558,enchanted_mango
741,290,128,273,265,1,73,48,36,3932,magic_wand
742,338,128,273,265,1,73,48,36,4118,boots
743,341,128,273,265,1,73,48,36,4451,enchanted_mango
744,341,128,273,265,1,73,48,36,4643,enchanted_mango
745,585,128,273,265,1,73,48,36,4945,clarity
746,585,128,273,265,1,73,48,36,5333,clarity
747,696,128,273,265,1,73,48,36,5661,clarity
748,696,128,273,265,1,73,48,36,6182,clarity
749,792,128,273,265,1,73,48,36,6374,blink
750,980,128,273,265,1,73,48,36,6566,aghanims_shard
751,1169,128,273,265,1,73,48,36,6839,infused_raindrop
752,1169,128,273,265,1,73,48,36,7280,clarity
753,1169,128,273,265,1,73,48,36,7905,clarity
754,1312,128,273,265,1,73,48,36,8421,clarity
755,1312,128,273,265,1,73,48,36,0,clarity
756,1473,128,273,265,1,73,48,36,99,ogre_axe
757,1473,128,273,265,1,73,48,36,297,belt_of_strength
758,1473,128,273,265,1,73,48,36,397,sange
759,1473,128,273,265,1,73,48,36,537,staff_of_wizardry
760,1473,128,273,265,1,73,48,36,677,robe
761,1473,128,273,265,1,73,48,36,783,kaya
762,1473,128,273,265,1,73,48,36,925,kaya_and_sange
763,-89,44,63,116,208,135,117,145,1081,quelling_blade
764,-89,44,63,116,208,135,117,145,1187,tango
765,-89,44,63,116,208,135,117,145,1479,flask
766,-89,44,63,116,208,135,117,145,1759,slippers
767,-89,44,63,116,208,135,117,145,1955,circlet
768,277,44,63,116,208,135,117,145,2485,ring_of_health
769,486,44,63,116,208,135,117,145,2707,broadsword
770,646,44,63,116,208,135,117,145,2813,claymore
771,816,44,63,116,208,135,117,145,3022,pers
772,816,44,63,116,208,135,117,145,3385,bfury
773,816,44,63,116,208,135,117,145,4097,void_stone
774,866,44,63,116,208,135,117,145,4416,boots
775,915,44,63,116,208,135,117,145,4602,boots_of_elves
776,916,44,63,116,208,135,117,145,4875,clarity
777,963,44,63,116,208,135,117,145,5151,gloves
778,970,44,63,116,208,135,117,145,5343,tpscroll
779,1001,44,63,116,208,135,117,145,5535,power_treads
780,1094,44,63,116,208,135,117,145,5767,mithril_hammer
781,1134,44,63,116,208,135,117,145,5959,tpscroll
782,1135,44,63,116,208,135,117,145,6509,tpscroll
783,1197,44,63,116,208,135,117,145,6892,ogre_axe
784,1294,44,63,116,208,135,117,145,7170,clarity
785,1311,44,63,116,208,135,117,145,7362,black_king_bar
786,1351,44,63,116,208,135,117,145,7803,belt_of_strength
787,1497,44,63,116,208,135,117,145,7995,tpscroll
788,1498,44,63,116,208,135,117,145,8227,mithril_hammer
789,1592,44,63,116,208,135,117,145,9249,basher
790,1660,44,63,116,208,135,117,145,9715,tpscroll
791,1757,44,63,116,208,135,117,145,10378,ring_of_health
792,1757,44,63,116,208,135,117,145,10680,vanguard
793,1757,44,63,116,208,135,117,145,10912,vitality_booster
794,1840,44,63,116,208,135,117,145,11099,abyssal_blade
795,1860,44,63,116,208,135,117,145,11373,tpscroll
796,1870,44,63,116,208,135,117,145,11896,tpscroll
797,1969,44,63,116,208,135,117,145,12812,demon_edge
798,2082,44,63,116,208,135,117,145,13889,javelin
799,2082,44,63,116,208,135,117,145,14290,blitz_knuckles
800,2105,44,63,116,208,135,117,145,15027,monkey_king_bar
801,2403,44,63,116,208,135,117,145,16013,staff_of_wizardry
802,2403,44,63,116,208,135,117,145,16598,ogre_axe
803,2403,44,63,116,208,135,117,145,17425,blade_of_alacrity
804,2417,44,63,116,208,135,117,145,17707,point_booster
805,2423,44,63,116,208,135,117,145,18166,ultimate_scepter
806,2632,44,63,116,208,135,117,145,18375,lifesteal
807,2657,44,63,116,208,135,117,145,0,ultimate_scepter_2
808,2731,44,63,116,208,135,117,145,300,clarity
809,2733,44,63,116,208,135,117,145,559,clarity
810,2812,44,63,116,208,135,117,145,855,claymore
811,2984,44,63,116,208,135,117,145,1072,reaver
812,2999,44,63,116,208,135,117,145,1399,satanic
813,-89,128,273,265,1,73,48,36,1731,tango
814,-89,128,273,265,1,73,48,36,2211,branches
815,-89,128,273,265,1,73,48,36,2700,branches
816,-89,128,273,265,1,73,48,36,3351,gauntlets
817,-89,128,273,265,1,73,48,36,4053,circlet
818,-89,128,273,265,1,73,48,36,4249,enchanted_mango
819,-89,128,273,265,1,73,48,36,4756,branches
820,-86,128,273,265,1,73,48,36,5376,ward_observer
821,122,128,273,265,1,73,48,36,5815,bracer
822,225,128,273,265,1,73,48,36,5976,magic_stick
823,225,128,273,265,1,73,48,36,6731,branches
824,234,128,273,265,1,73,48,36,7311,infused_raindrop
825,250,128,273,265,1,73,48,36,8177,enchanted_mango
826,290,128,273,265,1,73,48,36,8741,magic_wand
827,338,128,273,265,1,73,48,36,9681,boots
828,341,128,273,265,1,73,48,36,9787,enchanted_mango
829,341,128,273,265,1,73,48,36,11228,enchanted_mango
830,585,128,273,265,1,73,48,36,11738,clarity
831,585,128,273,265,1,73,48,36,12276,clarity
832,696,128,273,265,1,73,48,36,13090,clarity
833,696,128,273,265,1,73,48,36,14004,clarity
834,792,128,273,265,1,73,48,36,14922,blink
835,980,128,273,265,1,73,48,36,15730,aghanims_shard
836,1169,128,273,265,1,73,48,36,16723,infused_raindrop
837,1169,128,273,265,1,73,48,36,17915,clarity
838,1169,128,273,265,1,73,48,36,18905,clarity
839,1312,128,273,265,1,73,48,36,0,clarity
840,1312,128,273,265,1,73,48,36,248,clarity
841,1473,128,273,265,1,73,48,36,461,ogre_axe
842,1473,128,273,265,1,73,48,36,870,belt_of_strength
843,1473,128,273,265,1,73,48,36,1274,sange
844,1473,128,273,265,1,73,48,36,1525,staff_of_wizardry
845,1473,128,273,265,1,73,48,36,1887,robe
846,1473,128,273,265,1,73,48,36,2385,kaya
847,1473,128,273,265,1,73,48,36,2878,kaya_and_sange
848,-89,44,63,116,208,135,117,145,3324,quelling_blade
849,-89,44,63,116,208,135,117,145,3872,tango
850,-89,44,63,116,208,135,117,145,4591,flask
851,-89,44,63,116,208,135,117,145,5007,slippers
852,-89,44,63,116,208,135,117,145,5746,circlet
853,277,44,63,116,208,135,117,145,6170,ring_of_health
854,486,44,63,116,208,135,117,145,6708,broadsword
855,646,44,63,116,208,135,117,145,7496,claymore
856,816,44,63,116,208,135,117,145,7771,pers
857,816,44,63,116,208,135,117,145,8466,bfury
858,816,44,63,116,208,135,117,145,8938,void_stone
859,866,44,63,116,208,135,117,145,9654,boots
860,915,44,63,116,208,135,117,145,10849,boots_of_elves
861,916,44,63,116,208,135,117,145,11850,clarity
862,963,44,63,116,208,135,117,145,13153,gloves
863,970,44,63,116,208,135,117,145,13804,tpscroll
864,1001,44,63,116,208,135,117,145,0,power_treads
865,1094,44,63,116,208,135,117,145,180,mithril_hammer
866,1134,44,63,116,208,135,117,145,280,tpscroll
867,1135,44,63,116,208,135,117,145,407,tpscroll
868,1197,44,63,116,208,135,117,145,507,ogre_axe
869,1294,44,63,116,208,135,117,145,607,clarity
870,1311,44,63,116,208,135,117,145,712,black_king_bar
871,1351,44,63,116,208,135,117,145,1039,belt_of_strength
872,1497,44,63,116,208,135,117,145,1152,tpscroll
873,1498,44,63,116,208,135,117,145,1351,mithril_hammer
874,1592,44,63,116,208,135,117,145,1607,basher
875,1660,44,63,116,208,135,117,145,1713,tpscroll
876,1757,44,63,116,208,135,117,145,2034,ring_of_health
877,1757,44,63,116,208,135,117,145,2474,vanguard
878,1757,44,63,116,208,135,117,145,2580,vitality_booster
879,1840,44,63,116,208,135,117,145,2686,abyssal_blade
880,1860,44,63,116,208,135,117,145,2903,tpscroll
881,1870,44,63,116,208,135,117,145,3009,tpscroll
882,1969,44,63,116,208,135,117,145,3233,demon_edge
883,2082,44,63,116,208,135,117,145,3338,javelin
884,2082,44,63,116,208,135,117,145,3507,blitz_knuckles
885,2105,44,63,116,208,135,117,145,3749,monkey_king_bar
886,2403,44,63,116,208,135,117,145,3929,staff_of_wizardry
887,2403,44,63,116,208,135,117,145,4231,ogre_axe
888,2403,44,63,116,208,135,117,145,4418,blade_of_alacrity
889,2417,44,63,116,208,135,117,145,4747,point_booster
890,2423,44,63,116,208,135,117,145,4949,ultimate_scepter
891,2632,44,63,116,208,135,117,145,5157,lifesteal
892,2657,44,63,116,208,135,117,145,5838,ultimate_scepter_2
893,2731,44,63,116,208,135,117,145,5993,clarity
894,2733,44,63,116,208,135,117,145,7026,clarity
895,2812,44,63,116,208,135,117,145,7418,claymore
896,2984,44,63,116,208,135,117,145,9106,reaver
897,2999,44,63,116,208,135,117,145,9617,satanic
